Time (msec),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (degrees),Fuel Pump Duty (%),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Boost Error* (psi),Feedback Knock Correction (1-byte)** (degrees),IAM (multiplier),Ignition Total Timing (degrees),Throttle Plate Opening Angle (2-byte)** (%),Final Fueling Base (2-byte)* (lambda),Throttle Opening Angle (%)
124030,2.21,4551,-0.70,0.00,100.00,58.54,30,0,0,0,9,174.58,0.00,1.68,-3.83,-0.70,1.0000,19.00,38.82,0.80,40.78
124121,2.16,4679,-0.70,0.00,100.00,53.96,30,0,0,0,9,154.29,0.00,2.44,-4.23,-0.70,1.0000,20.50,35.91,0.78,38.82
124205,2.04,4607,-0.70,0.00,100.00,50.76,30,0,0,0,9,168.53,0.00,1.10,-2.90,-0.70,1.0000,21.00,37.51,0.82,38.43
124380,2.13,4675,-0.70,0.00,100.00,45.06,30,0,0,0,9,155.70,0.00,1.76,-4.91,-0.70,1.0000,22.00,34.02,0.80,40.00
124392,1.87,4720,-0.70,0.00,100.00,45.15,30,0,0,0,9,144.38,0.00,1.20,-3.79,-0.70,1.0000,24.50,33.30,0.84,34.90
124574,1.73,4764,-0.70,0.00,100.00,41.28,30,0,0,0,9,134.69,0.00,-0.46,-3.56,-0.70,1.0000,29.00,31.70,0.85,33.73
124574,1.61,4751,-0.70,0.00,100.00,38.38,30,0,0,0,9,127.65,0.00,-1.20,-3.09,-0.70,1.0000,31.00,30.54,0.87,32.55
124735,1.59,4778,-0.70,0.00,100.00,37.92,30,0,0,0,9,123.95,0.00,-1.80,-2.94,-0.70,1.0000,32.00,30.54,0.87,32.16
124746,1.53,4812,-0.70,0.00,66.67,35.71,30,0,0,0,9,112.38,0.00,-1.88,-3.77,-0.70,1.0000,35.00,27.63,0.88,30.98
124917,1.20,4806,-0.70,0.00,66.67,28.81,30,0,0,0,9,93.06,0.00,-3.98,-2.68,-0.70,1.0000,39.00,25.45,0.95,26.67
124980,0.97,4800,-0.35,0.00,66.67,13.34,30,0,0,0,9,59.37,0.00,-4.54,0.07,-0.35,1.0000,43.00,16.73,0.90,21.96
125090,0.43,4858,0.00,0.00,33.33,0.00,30,0,0,0,9,25.34,0.00,-6.07,2.43,0.00,1.0000,48.00,13.53,1.29,14.51
125126,0.17,4782,0.00,0.00,33.33,0.00,30,0,0,0,9,12.96,0.00,-6.07,5.24,0.00,1.0000,45.00,9.61,1.25,10.59
125280,0.16,4702,0.00,0.00,33.33,0.00,30,0,0,0,9,13.42,0.00,-6.07,5.38,0.00,1.0000,42.50,9.75,0.98,10.20
125359,0.19,4529,0.00,0.00,33.33,0.00,30,0,0,0,9,13.02,0.00,-6.05,5.26,0.00,1.0000,40.50,9.75,0.95,10.20
125387,0.22,4333,0.00,0.00,33.33,0.00,30,0,0,0,9,15.23,0.00,-5.98,5.19,0.00,1.0000,38.00,9.61,0.96,10.20
125511,0.20,4170,0.00,0.00,33.33,0.00,30,0,0,0,9,13.95,0.00,-5.72,5.12,0.00,1.0000,35.50,9.17,0.96,9.80
125670,0.21,4016,0.00,0.00,33.33,6.08,30,0,0,0,9,20.09,0.00,-5.69,4.79,0.00,1.0000,40.50,13.97,0.96,9.80
125703,0.51,3829,0.00,0.00,33.33,10.80,30,0,0,0,9,35.88,0.00,-5.61,3.54,0.00,1.0000,49.50,16.88,0.73,17.25
125871,0.68,3542,0.00,0.00,66.67,16.44,30,0,0,0,9,50.99,0.00,-5.53,3.97,0.00,1.0000,47.50,22.11,0.81,20.00
125902,1.01,3598,0.00,0.00,66.67,18.90,30,0,0,0,9,62.38,0.00,-5.53,3.32,0.00,1.0000,44.50,24.87,0.68,25.49
126077,1.44,3571,0.00,0.00,66.67,25.93,30,0,0,0,9,95.44,0.00,-1.06,5.53,0.00,1.0000,38.00,92.15,0.66,50.59
126077,1.66,3579,0.00,0.00,66.67,27.49,30,0,0,0,9,104.12,0.00,4.23,4.90,0.00,1.0000,34.00,100.44,0.89,100.00
126253,1.89,3601,0.00,0.00,66.67,32.95,30,0,0,0,9,116.35,0.00,6.27,2.57,0.00,1.0000,28.00,100.58,0.88,100.00
126264,2.10,3608,0.00,0.00,100.00,36.12,30,0,0,0,9,131.96,0.00,6.19,1.49,0.00,1.0000,24.00,100.14,0.88,100.00
126390,2.48,3637,0.00,0.00,100.00,38.73,30,0,0,0,9,154.12,0.00,5.51,-3.57,0.00,1.0000,16.50,98.55,0.92,100.00
126390,2.32,3644,0.00,0.00,100.00,38.80,30,0,0,0,9,144.76,0.00,6.19,-0.54,0.00,1.0000,19.50,100.00,0.88,100.00
126527,2.50,3696,0.00,0.00,100.00,40.17,30,0,0,0,9,153.92,0.00,4.64,-3.26,0.00,1.0000,15.50,100.14,0.95,100.00
126667,2.53,3711,0.00,0.00,100.00,41.06,30,0,0,0,9,156.08,0.00,5.51,-4.21,0.00,1.0000,15.50,100.14,0.95,100.00
126702,2.48,3696,0.00,0.00,100.00,40.98,30,0,0,0,9,152.59,0.00,5.53,-3.98,0.00,1.0000,16.00,100.14,0.96,100.00
126780,2.46,3732,0.00,0.00,100.00,41.48,30,0,0,0,9,151.66,0.00,5.16,-4.57,0.00,1.0000,16.00,100.14,0.97,100.00
126871,2.47,3754,0.00,0.00,100.00,40.72,30,0,0,0,9,148.52,0.00,4.62,-7.25,0.00,1.0000,17.00,58.29,0.97,82.75
127031,1.88,3766,0.00,0.00,100.00,34.40,30,0,0,0,9,112.64,0.00,1.49,-6.54,0.00,1.0000,23.00,32.86,1.06,34.51
127058,1.61,3787,0.00,0.00,66.67,28.99,30,0,0,0,9,101.02,0.00,-0.44,-3.48,0.00,1.0000,28.50,27.77,0.98,29.02
127217,1.69,3804,0.00,0.00,66.67,29.19,30,0,0,0,9,111.37,0.00,-0.97,-2.74,0.00,1.0000,28.00,30.10,0.98,31.37
127252,1.72,3815,0.00,0.00,66.67,30.30,30,0,0,0,9,110.71,0.00,0.52,-3.15,0.00,1.0000,28.00,31.41,0.98,32.94
127386,1.75,3840,0.00,0.00,66.67,31.03,30,0,0,0,9,109.82,0.00,0.58,-3.60,0.00,1.0000,27.50,30.83,0.98,32.55
127411,1.67,3857,0.00,0.00,66.67,30.40,30,0,0,0,9,105.45,0.00,0.04,-3.26,0.00,1.0000,29.50,30.10,0.98,30.98
127593,1.69,3863,0.00,0.00,66.67,30.49,30,0,0,0,9,104.90,0.00,-0.25,-4.33,0.00,1.0000,29.50,29.08,0.98,31.37
127676,1.52,3898,0.00,0.00,66.67,28.18,30,0,0,0,9,100.79,0.00,-1.26,-1.89,0.00,1.0000,32.00,26.76,1.02,28.24
127777,1.70,3898,0.00,0.00,66.67,29.79,30,0,0,0,9,111.37,0.00,-1.14,-3.21,0.00,1.0000,29.50,30.97,0.98,32.55
127777,1.70,3913,0.00,0.00,66.67,30.69,30,0,0,0,9,109.30,0.00,-0.23,-3.28,0.00,1.0000,28.50,29.81,0.98,31.37
127949,1.68,3935,0.00,0.00,66.67,30.78,30,0,0,0,9,110.45,0.00,-0.33,-2.77,0.00,1.0000,28.50,30.97,0.98,32.16
127997,1.79,3949,0.00,0.00,66.67,32.63,30,0,0,0,9,116.03,0.00,0.00,-2.54,0.00,1.0000,27.00,32.13,0.98,33.73
128157,1.83,3953,0.00,0.00,100.00,33.72,30,0,0,0,9,119.15,0.00,0.87,-3.55,0.00,1.0000,26.00,32.57,0.98,34.90
128183,1.75,3958,0.00,0.00,100.00,32.93,30,0,0,0,9,114.39,0.00,1.02,-3.96,0.00,1.0000,27.50,31.26,0.98,32.94
128347,1.71,3999,0.00,0.00,66.67,32.36,30,0,0,0,9,116.31,0.00,-0.25,-2.55,0.00,1.0000,27.50,30.39,0.98,32.16
128362,1.81,4004,0.00,0.00,100.00,33.29,30,0,0,0,9,122.56,0.00,0.37,-3.42,0.00,1.0000,26.00,33.15,0.98,34.90
128532,1.80,3996,0.00,0.00,100.00,33.45,30,0,0,0,9,120.84,0.00,0.52,-3.33,0.00,1.0000,26.50,32.42,0.98,34.12
128558,1.80,4008,0.00,0.00,100.00,33.28,30,0,0,0,9,120.28,0.00,0.50,-3.75,0.00,1.0000,27.00,31.99,0.98,34.12
128714,1.76,4026,0.00,0.00,100.00,33.49,30,0,0,0,9,120.03,0.00,0.56,-3.26,0.00,1.0000,27.00,31.70,0.98,33.33
128714,1.80,4079,0.00,0.00,66.67,33.63,30,0,0,0,9,120.80,0.00,0.25,-3.46,0.00,1.0000,29.00,32.42,0.98,34.12
128781,1.79,4068,0.00,0.00,100.00,33.76,30,0,0,0,9,118.63,0.00,0.29,-4.11,0.00,1.0000,30.00,31.55,0.98,33.73
128965,1.67,4077,0.00,0.00,66.67,32.33,30,0,0,0,9,117.51,0.00,-0.64,-2.32,0.00,1.0000,31.00,31.26,0.98,30.98
129089,1.79,4088,0.00,0.00,66.67,34.02,30,0,0,0,9,124.22,0.00,-0.77,-3.23,0.00,1.0000,28.00,32.86,0.98,34.51
129111,1.72,4122,0.00,0.00,66.67,33.99,30,0,0,0,9,113.27,0.00,0.15,-3.03,0.00,1.0000,29.00,30.54,0.98,31.76
129261,1.68,4122,0.00,0.00,66.67,32.74,30,0,0,0,9,120.52,0.00,-1.04,-2.36,0.00,1.0000,28.50,31.99,0.98,31.76
129261,1.78,4134,0.00,0.00,66.67,34.30,30,0,0,0,9,116.07,0.00,0.25,-4.06,0.00,1.0000,27.50,31.41,0.98,32.94
129421,1.65,4168,0.00,0.00,66.67,32.65,30,0,0,0,9,114.11,0.00,-0.97,-2.93,0.00,1.0000,29.00,29.52,0.98,30.98
129481,1.70,4154,0.00,0.00,66.67,32.96,30,0,0,0,9,115.79,0.00,-1.14,-3.46,0.00,1.0000,29.00,30.10,0.98,31.76
129636,1.62,4198,0.00,0.00,66.67,32.04,30,0,0,0,9,114.11,0.00,-1.20,-2.91,0.00,1.0000,29.50,29.52,0.98,30.59
129671,1.68,4215,0.00,0.00,66.67,33.21,30,0,0,0,9,118.87,0.00,-1.14,-3.11,0.00,1.0000,29.00,30.39,0.98,31.76
129796,1.38,4218,0.00,0.00,66.67,27.81,30,0,0,0,9,88.97,0.00,-1.24,-4.17,0.00,1.0000,35.00,24.29,0.98,26.27
129808,1.69,4194,0.00,0.00,66.67,33.13,30,0,0,0,9,116.07,0.00,-1.02,-4.71,0.00,1.0000,29.50,30.10,0.98,31.37
129917,1.18,4217,0.00,0.00,66.67,24.40,30,0,0,0,9,86.27,0.00,-3.89,-1.54,0.00,1.0000,40.50,23.85,0.98,25.10
130062,1.44,4254,0.00,0.00,66.67,27.09,30,0,0,0,9,102.60,0.00,-2.75,-1.92,0.00,1.0000,34.50,27.92,0.98,29.41
130077,1.51,4247,0.00,0.00,66.67,30.05,30,0,0,0,9,109.82,0.00,-1.84,-1.96,0.00,1.0000,32.00,28.07,0.97,29.41
130266,1.52,4269,0.00,0.00,66.67,29.99,30,0,0,0,9,105.42,0.00,-1.72,-2.77,0.00,1.0000,32.50,27.48,0.97,29.02
130316,1.44,4258,0.00,0.00,66.67,29.06,30,0,0,0,9,103.63,0.00,-2.20,-2.12,0.00,1.0000,32.50,27.48,0.97,28.63
130453,1.44,4259,0.00,0.00,66.67,21.89,30,0,0,0,9,79.79,0.00,-1.88,-3.31,0.00,1.0000,37.00,16.88,0.97,27.45
130466,0.56,4236,0.00,0.00,66.67,0.00,30,0,0,0,9,33.09,0.00,-3.93,1.12,0.00,1.0000,38.50,12.95,1.44,14.12
130636,0.19,4242,0.00,0.00,33.33,0.00,30,0,0,0,9,7.85,0.00,-5.65,4.82,0.00,1.0000,37.00,9.03,1.62,9.41
130687,0.14,4152,0.00,0.00,33.33,0.00,30,0,0,0,9,10.30,0.00,-5.67,5.29,0.00,1.0000,35.00,8.74,1.01,9.02
130816,0.16,4116,0.00,0.00,33.33,0.00,30,0,0,0,9,11.38,0.00,-5.65,5.51,0.00,1.0000,33.00,8.59,0.98,9.02
130841,0.18,4054,0.00,0.00,33.33,0.00,30,0,0,0,9,12.50,0.00,-5.61,5.58,0.00,1.0000,30.50,8.45,0.97,9.02
131015,0.17,3926,0.00,0.00,33.33,0.00,30,0,0,0,9,12.43,0.00,-5.59,5.66,0.00,1.0000,28.00,8.45,0.97,9.02
131015,0.19,3852,0.00,0.00,33.33,0.00,30,0,0,0,9,11.75,0.00,-5.53,5.54,0.00,1.0000,25.50,8.30,0.97,8.63
131171,0.19,3738,0.00,0.00,33.33,4.82,30,0,0,0,9,11.69,0.00,-5.53,5.54,0.00,1.0000,23.00,8.01,0.97,8.63
131201,0.19,3628,0.00,0.00,33.33,4.68,30,0,0,0,9,11.44,0.00,-5.53,5.76,0.00,1.0000,21.00,7.87,0.97,8.24
131372,0.19,3554,0.00,0.00,33.33,4.59,30,0,0,0,9,11.81,0.00,-5.53,5.81,0.00,1.0000,19.00,7.87,0.99,8.24
131387,0.20,3419,0.00,0.00,33.33,4.43,30,0,0,0,9,11.69,0.00,-5.53,5.81,0.00,1.0000,16.50,7.87,0.99,8.24
131566,0.21,3310,0.00,0.00,33.33,5.02,30,0,0,0,9,10.69,0.00,-5.49,5.77,0.00,1.0000,16.50,7.43,0.99,7.84
131592,0.20,3200,0.00,0.00,33.33,4.85,30,0,0,0,9,10.00,0.00,-5.47,5.77,0.00,1.0000,24.00,7.14,0.99,7.45
131736,0.19,3098,0.00,0.00,33.33,4.69,30,0,0,0,9,10.10,0.00,-5.39,5.73,0.00,1.0000,24.00,6.85,0.99,7.06
131761,0.20,3032,0.00,0.00,33.33,4.55,32,0,0,0,9,10.46,0.00,-5.34,5.49,0.00,1.0000,24.00,6.85,0.99,7.06
131923,0.20,2925,0.00,0.00,33.33,4.43,32,0,0,0,9,9.59,0.00,-5.47,5.40,0.00,1.0000,24.00,6.56,0.99,7.06
131949,0.19,2870,0.00,0.00,33.33,0.00,32,0,0,0,9,9.23,0.00,-5.51,5.45,0.00,1.0000,24.00,6.41,0.99,6.67
132108,0.19,2769,0.00,0.00,33.33,4.20,32,0,0,0,9,8.83,0.00,-5.61,5.47,0.00,1.0000,24.00,6.27,0.99,6.27
132128,0.18,2702,0.00,0.00,33.33,4.09,32,0,0,0,9,8.32,0.00,-5.65,5.50,0.00,1.0000,24.00,5.83,0.99,6.27
132190,0.19,2631,0.00,0.00,33.33,3.99,32,0,0,0,9,8.49,0.00,-5.72,5.54,0.00,1.0000,24.00,5.83,0.99,6.27
132324,0.19,2565,0.00,0.00,33.33,3.88,32,0,0,0,9,8.49,0.00,-5.74,5.50,0.00,1.0000,24.00,5.83,0.99,6.27
132514,0.20,2512,0.00,0.00,33.33,3.80,32,0,0,0,9,8.44,0.00,-5.76,5.55,0.00,1.0000,24.00,5.83,0.99,6.27
132514,0.20,2456,0.00,0.00,33.33,3.72,32,0,0,0,9,8.23,0.00,-5.80,5.59,0.00,1.0000,24.00,5.54,0.99,5.88
132684,0.20,2415,0.00,0.00,33.33,0.00,32,0,0,0,9,7.80,0.00,-5.82,5.58,0.00,1.0000,24.00,5.54,0.99,5.88
132700,0.20,2323,0.00,0.00,33.33,0.00,32,0,0,0,9,10.15,0.00,-5.86,5.59,0.00,1.0000,24.00,5.54,0.99,5.88
132862,0.20,2258,0.00,0.00,33.33,0.00,32,0,0,0,9,7.72,0.00,-5.86,5.60,0.00,1.0000,24.00,5.40,0.99,5.49
132886,0.21,2172,0.00,0.00,33.33,0.00,32,0,0,0,9,7.17,0.00,-5.82,5.61,0.00,1.0000,24.00,5.10,0.99,5.49
133030,0.20,2103,0.00,0.00,33.33,0.00,32,0,0,0,9,7.24,0.00,-5.80,5.61,0.00,1.0000,24.00,4.96,0.99,5.10
133047,0.21,2032,0.00,0.00,33.33,0.00,32,0,0,0,9,7.17,0.00,-5.76,5.59,0.00,1.0000,24.00,4.96,0.99,5.10
133214,0.21,1961,0.00,0.00,33.33,0.00,32,0,0,0,9,6.87,0.00,-5.72,5.55,0.00,1.0000,24.00,4.67,0.99,5.10
133292,0.21,1886,0.00,0.00,33.33,0.00,32,0,0,0,9,6.83,0.00,-5.70,5.48,0.00,1.0000,24.00,4.52,0.99,5.10
133406,0.22,1811,0.00,0.00,33.33,0.00,32,0,0,0,9,6.75,0.00,-5.72,5.30,0.00,1.0000,24.00,4.38,0.99,4.71
133426,0.21,1733,0.00,0.00,33.33,0.00,32,0,0,0,9,5.95,0.00,-5.78,5.21,0.00,1.0000,23.00,4.23,0.99,4.31
133518,0.22,1665,0.00,0.00,33.33,0.00,32,0,0,0,9,5.98,0.00,-5.86,5.15,0.00,1.0000,21.50,4.23,0.99,4.31
133639,0.22,1584,0.00,0.00,33.33,0.00,32,0,0,0,9,5.88,0.00,-5.92,5.12,0.00,1.0000,20.50,3.94,0.99,4.31
133750,0.21,1521,0.00,0.00,33.33,0.00,34,0,0,0,9,5.53,0.00,-6.01,5.14,0.00,1.0000,19.50,3.94,0.83,4.31
133828,0.22,1467,0.00,0.00,33.33,0.00,34,0,0,0,9,5.33,0.00,-5.99,5.24,0.00,1.0000,19.00,3.65,0.83,3.92
133940,0.23,1364,0.00,0.00,33.33,0.00,34,0,0,0,9,5.53,0.00,-5.92,5.28,0.00,1.0000,18.00,3.65,0.83,3.92
133966,0.24,1253,0.00,0.00,33.33,0.00,34,0,0,0,9,4.96,0.00,-5.78,5.33,0.00,1.0000,17.00,3.65,0.83,3.92
134124,0.26,1132,0.00,0.00,33.33,0.00,34,0,0,0,9,5.40,0.00,-5.67,5.32,0.00,1.0000,17.00,3.65,0.83,3.92
134138,0.30,1025,0.00,0.00,33.33,0.00,34,0,0,0,9,5.49,0.00,-5.47,5.42,0.00,1.0000,17.00,3.65,0.83,3.92
134313,0.35,918,0.00,0.00,33.33,0.00,34,0,0,0,9,5.88,0.00,-5.34,5.37,0.00,1.0000,17.00,4.23,0.83,4.31
134326,0.43,832,0.00,0.00,33.33,1.95,34,0,0,0,9,6.20,0.00,-4.91,5.24,0.00,1.0000,17.00,4.38,0.75,4.71
134501,0.48,828,0.00,0.00,33.33,2.21,34,0,0,0,9,6.31,0.00,-4.74,4.78,0.00,1.0000,17.00,4.67,0.74,5.10
134501,0.42,947,0.00,0.00,33.33,2.53,34,0,0,0,9,6.01,0.00,-4.64,4.24,0.00,1.0000,17.00,4.23,0.73,4.31
134687,0.33,1025,0.00,0.00,33.33,2.36,34,0,0,0,9,5.21,0.00,-4.74,4.09,0.00,1.0000,17.00,3.51,0.82,3.53
134733,0.29,1095,0.00,0.00,33.33,2.27,34,0,0,0,9,4.60,0.00,-4.91,4.19,0.00,1.0000,17.00,2.92,0.91,3.14
134892,0.24,1158,0.00,0.00,33.33,2.17,34,0,0,0,9,4.23,0.00,-5.14,4.67,0.00,1.0000,17.00,2.63,0.94,2.75
134905,0.21,1175,0.00,0.00,33.33,2.01,34,0,0,0,9,4.05,0.00,-5.26,4.85,0.00,1.0000,17.00,2.49,0.94,2.75
135062,0.20,1188,0.00,0.00,33.33,2.04,34,0,0,0,9,3.89,0.00,-5.38,5.33,0.00,1.0000,17.00,2.49,0.92,2.75
135077,0.20,1180,0.00,0.00,33.33,2.02,34,0,0,0,9,3.94,0.00,-5.43,5.46,0.00,1.0000,17.00,2.49,0.83,2.75
135232,0.20,1176,0.00,0.00,33.33,1.75,34,0,0,0,9,3.87,0.00,-5.43,5.57,0.00,1.0000,17.00,2.49,1.00,2.75
135267,0.20,1146,0.00,0.00,33.33,1.73,34,0,0,0,9,4.02,0.00,-5.43,5.79,0.00,1.0000,17.00,2.49,0.96,2.75
135436,0.22,1119,0.00,0.00,33.33,1.69,34,0,0,0,9,4.05,0.00,-5.41,5.86,0.00,1.0000,17.00,2.49,0.96,2.75
135436,0.22,1089,0.00,0.00,33.33,1.63,34,0,0,0,9,4.02,0.00,-5.30,5.99,0.00,1.0000,17.00,2.49,0.96,2.75
135501,0.22,1040,0.00,0.00,33.33,1.55,34,0,0,0,9,3.89,0.00,-5.28,6.03,0.00,1.0000,17.00,2.49,0.96,2.75
135652,0.23,996,0.00,0.00,33.33,1.52,34,0,0,0,9,3.92,0.00,-5.14,5.97,0.00,1.0000,17.00,2.49,0.96,2.75
135792,0.24,976,0.00,0.00,33.33,1.46,36,0,0,0,9,3.92,0.00,-5.09,5.96,0.00,1.0000,17.00,2.49,0.96,2.75
135829,0.24,942,0.00,0.00,33.33,1.43,36,0,0,0,9,3.97,0.00,-4.99,5.95,0.00,1.0000,17.00,2.49,0.96,2.75
135982,0.25,918,0.00,0.00,33.33,1.37,36,0,0,0,9,3.97,0.00,-4.95,5.95,0.00,1.0000,17.00,2.49,0.96,2.75
136016,0.26,907,0.00,0.00,33.33,1.55,36,0,0,0,9,3.89,0.00,-4.87,5.94,0.00,1.0000,17.00,2.49,0.96,2.75
136176,0.27,874,0.00,0.00,33.33,1.52,36,0,0,0,9,3.97,0.00,-4.81,5.89,0.00,1.0000,17.00,2.63,0.96,2.75
136201,0.27,865,0.00,0.00,33.33,1.47,36,0,0,0,9,3.89,0.00,-4.80,5.81,0.00,1.0000,17.00,2.63,0.95,2.75
136348,0.27,860,0.00,0.00,33.33,1.46,36,0,0,0,9,3.77,0.00,-4.70,5.71,0.00,1.0000,17.00,2.49,0.95,2.75
136373,0.26,852,0.00,0.00,33.33,1.46,36,0,0,0,9,3.66,0.00,-4.68,5.70,0.00,1.0000,17.00,2.49,0.95,2.75
136502,0.26,842,0.00,0.00,33.33,1.43,36,0,0,0,9,3.62,0.00,-4.66,5.76,0.00,1.0000,17.00,2.34,0.95,2.35
136502,0.26,848,0.00,0.00,33.33,1.45,36,0,0,0,9,3.64,0.00,-4.68,5.74,0.00,1.0000,17.00,2.34,0.95,2.35
136687,0.26,832,0.00,0.00,33.33,1.43,36,0,0,0,9,3.57,0.00,-4.62,5.72,0.00,1.0000,17.00,2.34,0.95,2.35
136782,0.25,822,0.00,0.00,33.33,1.42,36,0,0,0,9,3.52,0.00,-4.62,5.73,0.00,1.0000,17.00,2.34,0.95,2.75
136782,0.26,816,0.00,0.00,33.33,1.39,36,0,0,0,9,3.52,0.00,-4.60,5.74,0.00,1.0000,17.00,2.34,0.95,2.75
136854,0.25,816,0.00,0.00,33.33,1.38,36,0,0,0,9,3.43,0.00,-4.58,5.72,0.00,1.0000,17.00,2.49,0.95,2.75
137027,0.26,809,0.00,0.00,33.33,1.39,36,0,0,0,9,3.64,0.00,-4.56,5.74,0.00,1.0000,17.00,2.49,0.95,2.75
137203,0.27,807,0.00,0.00,33.33,1.39,36,0,0,0,9,3.79,0.00,-4.54,5.70,0.00,1.0000,17.00,2.49,0.95,2.75
137216,0.27,812,0.00,0.00,33.33,1.38,36,0,0,0,9,3.66,0.00,-4.54,5.69,0.00,1.0000,17.00,2.49,0.95,2.75
137374,0.26,809,0.00,0.00,33.33,1.38,36,0,0,0,9,3.55,0.00,-4.54,5.65,0.00,1.0000,17.00,2.49,0.95,2.75
137386,0.26,806,0.00,0.00,33.33,1.38,36,0,0,0,9,3.59,0.00,-4.54,5.64,0.00,1.0000,17.00,2.49,0.95,2.75
137544,0.27,807,0.00,0.00,33.33,1.39,36,0,0,0,9,3.62,0.00,-4.54,5.63,0.00,1.0000,17.00,2.49,0.95,2.75
137558,0.27,812,0.00,0.00,33.33,1.37,36,0,0,0,9,3.66,0.00,-4.52,5.61,0.00,1.0000,17.00,2.49,0.95,2.75
137731,0.27,813,0.00,0.00,33.33,1.38,36,0,0,0,9,3.64,0.00,-4.54,5.62,0.00,1.0000,17.00,2.49,0.95,2.75
137750,0.27,802,0.00,0.00,33.33,1.38,36,0,0,0,9,3.62,0.00,-4.54,5.61,0.00,1.0000,17.00,2.49,0.95,2.75
137861,0.27,808,0.00,0.00,33.33,1.38,36,0,0,0,9,3.66,0.00,-4.54,5.60,0.00,1.0000,17.00,2.49,0.95,2.75
137936,0.26,804,0.00,0.00,33.33,1.37,36,0,0,0,9,3.57,0.00,-4.54,5.62,0.00,1.0000,17.00,2.49,0.95,2.75
138092,0.27,798,0.00,0.00,33.33,1.36,37,0,0,0,9,3.69,0.00,-4.52,5.63,0.00,1.0000,17.00,2.49,0.95,2.75
138105,0.28,792,0.00,0.00,33.33,1.35,37,0,0,0,9,3.87,0.00,-4.51,5.63,0.00,1.0000,18.00,3.07,0.95,3.14
138278,0.32,789,0.00,0.00,33.33,1.52,37,0,0,0,9,4.23,0.00,-4.51,5.46,0.00,1.0000,18.00,3.22,0.95,3.53
138297,0.34,794,0.00,0.00,33.33,1.53,37,0,0,0,9,4.37,0.00,-4.51,5.31,0.00,1.0000,18.00,3.22,0.95,3.53
138451,0.32,809,0.00,0.00,33.33,1.54,37,0,0,0,9,4.31,0.00,-4.51,5.15,0.00,1.0000,18.00,3.22,0.95,3.53
138500,0.32,826,0.00,0.00,33.33,1.56,37,0,0,0,9,4.34,0.00,-4.51,5.05,0.00,1.0000,18.00,3.22,0.95,3.53
138652,0.32,854,0.00,0.00,33.33,1.63,37,0,0,0,9,4.42,0.00,-4.52,4.93,0.00,1.0000,18.00,3.22,0.95,3.53
138671,0.31,874,0.00,0.00,33.33,1.67,37,0,0,0,9,4.51,0.00,-4.58,4.92,0.00,1.0000,18.00,3.22,0.95,3.53
138827,0.30,910,0.00,0.00,33.33,1.72,37,0,0,0,9,4.34,0.00,-4.66,4.91,0.00,1.0000,18.00,3.22,0.95,3.53
138862,0.26,943,0.00,0.00,33.33,1.79,37,0,0,0,9,3.79,0.00,-4.72,5.04,0.00,1.0000,18.00,2.49,0.95,2.75
139027,0.23,970,0.00,0.00,33.33,1.63,37,0,0,0,9,3.54,0.00,-4.76,5.19,0.00,1.0000,18.50,2.49,1.07,2.75
139089,0.22,980,0.00,0.00,33.33,1.67,37,0,0,0,9,3.35,0.00,-4.85,5.36,0.00,1.0000,22.00,6.70,0.95,4.71
139198,0.48,1031,0.00,0.00,33.33,2.79,37,0,0,0,9,8.57,0.00,-4.89,4.49,0.00,1.0000,19.00,7.72,0.69,7.84
139233,0.68,1174,0.00,0.00,33.33,3.20,37,0,0,0,9,11.87,0.00,-4.95,2.90,0.00,1.0000,25.00,8.01,0.72,8.24
139385,0.62,1452,0.00,0.00,33.33,4.74,37,0,0,0,9,17.16,0.00,-5.03,3.33,0.00,1.0000,30.00,11.64,0.84,10.59
139417,1.26,1741,0.00,0.00,66.67,9.05,37,0,0,0,9,36.08,0.00,-3.96,1.83,0.00,1.0000,15.00,20.22,0.61,22.75
139562,1.23,1884,0.00,0.00,66.67,10.27,37,0,0,0,9,33.91,0.00,-1.55,-1.75,0.00,1.0000,7.50,22.25,0.70,25.49
139613,1.04,1798,0.00,0.00,66.67,9.40,37,0,0,0,9,31.34,0.00,-3.60,-1.21,0.00,1.0000,22.50,21.38,0.92,22.35
139784,1.11,1769,0.00,0.00,66.67,9.47,37,0,0,0,9,32.44,0.00,-3.36,-0.05,0.00,1.0000,22.00,24.14,0.92,25.10
139809,1.10,1606,0.00,0.00,66.67,8.30,37,0,0,0,9,30.74,0.00,-1.72,0.16,0.00,1.0000,22.00,24.43,0.93,25.49
139809,1.16,1570,0.00,0.00,66.67,7.28,37,0,0,0,9,28.48,0.00,-1.24,-0.05,0.00,1.0000,21.50,23.41,0.94,25.49
139996,1.04,1724,0.00,0.00,66.67,8.15,37,0,0,0,9,32.76,0.00,-1.51,2.49,0.00,1.0000,21.00,30.54,0.96,28.24
140031,1.19,1723,0.00,0.00,66.67,8.82,37,0,0,0,9,35.74,0.00,1.41,1.43,0.00,1.0000,21.00,86.63,0.84,94.51
